# bitfield for header selection is:  0x465
 cpu err msr msrdata tsc
 0 0 0x38f 0 0x4cda9037f916dc
 0x1 0 0x38f 0 0x4cda9037f942a8
 0x2 0 0x38f 0 0x4cda9037fba72d
 0x3 0 0x38f 0 0x4cda9037fba87a
 0x4 0 0x38f 0 0x4cda9037fbaadf
 0x5 0 0x38f 0 0x4cda9037fbae8a
 0x6 0 0x38f 0 0x4cda9037fba492
 0x7 0 0x38f 0 0x4cda9037fba410
 0x8 0 0x38f 0 0x4cda9037fbad10
 0x9 0 0x38f 0 0x4cda9037fbafa6
 0xa 0 0x38f 0 0x4cda9037fb9fa3
 0xb 0 0x38f 0 0x4cda9037fbac00
 0xc 0 0x38f 0 0x4cda9037fbb29b
 0xd 0 0x38f 0 0x4cda9037fbbc49
 0xe 0 0x38f 0 0x4cda9037f954f5
 0xf 0 0x38f 0 0x4cda9037fbc155
