# 0x0309 FIXED_CTR0 (INST_RETIRED.ANY)
# 0x030a FIXED_CTR1 (CPU_CLK_UNHALTED)
# 0x030b FIXED_CTR2 (CPU_CLK_UNHALTED.REF_TSC)
# bitfield for header selection is:  0x465
 cpu err msr msrdata tsc
 0 0 0x309 0x81ef4e6 0x4c21f177883ad3
 0x1 0 0x309 0x4e785a9 0x4c21f1778858d9
 0x2 0 0x309 0x5865fd24 0x4c21f17788cb0f
 0x3 0 0x309 0x15b65a7 0x4c21f17788cd0f
 0x4 0 0x309 0x405f3024 0x4c21f17788d31f
 0x5 0 0x309 0x1fa0b1c 0x4c21f17788d264
 0x6 0 0x309 0x1765d996 0x4c21f17788d237
 0x7 0 0x309 0x10804e1 0x4c21f17788d413
 0x8 0 0x309 0x1a1acc6c 0x4c21f17788dc74
 0x9 0 0x309 0x1746257 0x4c21f17788de73
 0xa 0 0x309 0x1b55a913 0x4c21f17788e398
 0xb 0 0x309 0x1af29a 0x4c21f17788e012
 0xc 0 0x309 0x1eef51c 0x4c21f17788a884
 0xd 0 0x309 0x21cc29b 0x4c21f17788a9f6
 0xe 0 0x309 0x2f78374 0x4c21f17788adfc
 0xf 0 0x309 0x20af530 0x4c21f17788a870
 0 0 0x30a 0x1eae3960 0x4c21f177883f9e
 0x1 0 0x30a 0x16ab42f1 0x4c21f177885bc5
 0x2 0 0x30a 0x6e79e906 0x4c21f17788d3a1
 0x3 0 0x30a 0x59dcd58 0x4c21f17788d495
 0x4 0 0x30a 0xf578d144 0x4c21f17788dec9
 0x5 0 0x30a 0x866c60e 0x4c21f17788df3f
 0x6 0 0x30a 0xaeda046b 0x4c21f17788df16
 0x7 0 0x30a 0x11df5dd 0x4c21f17788e0c0
 0x8 0 0x30a 0x5362c4fd 0x4c21f17788eae4
 0x9 0 0x30a 0x1d34149 0x4c21f17788e9a8
 0xa 0 0x30a 0x432b2353 0x4c21f17788f1a7
 0xb 0 0x30a 0x7c6aec 0x4c21f17788e9e9
 0xc 0 0x30a 0x92194ee 0x4c21f17788ace9
 0xd 0 0x30a 0x84ff417 0x4c21f17788b1d9
 0xe 0 0x30a 0xba6ab71 0x4c21f17788b20e
 0xf 0 0x30a 0x6bb8156 0x4c21f17788af32
 0 0 0x30b 0x597971b6 0x4c21f1778844f3
 0x1 0 0x30b 0x3f622c28 0x4c21f177885e84
 0x2 0 0x30b 0x10d877a8b 0x4c21f17788f187
 0x3 0 0x30b 0xfe64763 0x4c21f17788ea32
 0x4 0 0x30b 0x19e694606 0x4c21f17788f141
 0x5 0 0x30b 0x17c2a030 0x4c21f17788f3cb
 0x6 0 0x30b 0x1e8d62506 0x4c21f17788f019
 0x7 0 0x30b 0x33fb9f9 0x4c21f17788f366
 0x8 0 0x30b 0xd90e8f42 0x4c21f17788fbdb
 0x9 0 0x30b 0x4d9ae0f 0x4c21f17788f755
 0xa 0 0x30b 0xaf4e69e8 0x4c21f17788fc1c
 0xb 0 0x30b 0x17e030a 0x4c21f17788f735
 0xc 0 0x30b 0x19a2c2ef 0x4c21f17788b1aa
 0xd 0 0x30b 0x17313cd5 0x4c21f17788b78b
 0xe 0 0x30b 0x212ac0c1 0x4c21f17788b65f
 0xf 0 0x30b 0x12cdb4d9 0x4c21f17788b216
