# bitfield for header selection is:  0x465
cpu err msr msrdata tsc
0 0 0x38f 0 0x4cdeb1576fe1e5
 0x1 0 0x38f 0 0x4cdeb1576ff302
 0x2 0 0x38f 0 0x4cdeb1577258b9
 0x3 0 0x38f 0 0x4cdeb1577257da
 0x4 0 0x38f 0 0x4cdeb1577257a1
 0x5 0 0x38f 0 0x4cdeb1577258e6
 0x6 0 0x38f 0 0x4cdeb157725923
 0x7 0 0x38f 0 0x4cdeb157725b70
 0x8 0 0x38f 0 0x4cdeb157725a58
 0x9 0 0x38f 0 0x4cdeb157725aa9
 0xa 0 0x38f 0 0x4cdeb1577258e6
 0xb 0 0x38f 0 0x4cdeb15772585c
 0xc 0 0x38f 0 0x4cdeb15771bcb4
 0xd 0 0x38f 0 0x4cdeb15771cc5f
 0xe 0 0x38f 0 0x4cdeb1576ff146
 0xf 0 0x38f 0 0x4cdeb15771e1e8
 0 0 0x309 0 0x4cdeb1576fe424
 0x1 0 0x309 0 0x4cdeb1576ff49a
 0x2 0 0x309 0 0x4cdeb1577263e5
 0x3 0 0x309 0 0x4cdeb15772652a
 0x4 0 0x309 0 0x4cdeb15772609c
 0x5 0 0x309 0 0x4cdeb157726606
 0x6 0 0x309 0 0x4cdeb1577263fe
 0x7 0 0x309 0 0x4cdeb157726647
 0x8 0 0x309 0 0x4cdeb1577267c5
 0x9 0 0x309 0 0x4cdeb157726732
 0xa 0 0x309 0 0x4cdeb157726437
 0xb 0 0x309 0 0x4cdeb1577265f9
 0xc 0 0x309 0 0x4cdeb15771bdac
 0xd 0 0x309 0 0x4cdeb15771cd55
 0xe 0 0x309 0 0x4cdeb1576ff275
 0xf 0 0x309 0 0x4cdeb15771e34e
 0 0 0x30a 0 0x4cdeb1576fe534
 0x1 0 0x30a 0 0x4cdeb1576ff5fe
 0x2 0 0x30a 0 0x4cdeb157726ddd
 0x3 0 0x30a 0 0x4cdeb157726ec4
 0x4 0 0x30a 0 0x4cdeb157726847
 0x5 0 0x30a 0 0x4cdeb157726e93
 0x6 0 0x30a 0 0x4cdeb157726a98
 0x7 0 0x30a 0 0x4cdeb157726f11
 0x8 0 0x30a 0 0x4cdeb157726e26
 0x9 0 0x30a 0 0x4cdeb157726e0d
 0xa 0 0x30a 0 0x4cdeb157726b12
 0xb 0 0x30a 0 0x4cdeb157727221
 0xc 0 0x30a 0 0x4cdeb15771be8d
 0xd 0 0x30a 0 0x4cdeb15771cec7
 0xe 0 0x30a 0 0x4cdeb1576ff361
 0xf 0 0x30a 0 0x4cdeb15771e4f4
 0 0 0x30b 0 0x4cdeb1576fe67b
 0x1 0 0x30b 0 0x4cdeb1576ff78c
 0x2 0 0x30b 0 0x4cdeb15772767f
 0x3 0 0x30b 0 0x4cdeb157727783
 0x4 0 0x30b 0 0x4cdeb1577271e0
 0x5 0 0x30b 0 0x4cdeb15772785a
 0x6 0 0x30b 0 0x4cdeb1577272bc
 0x7 0 0x30b 0 0x4cdeb157727835
 0x8 0 0x30b 0 0x4cdeb157727776
 0x9 0 0x30b 0 0x4cdeb15772767f
 0xa 0 0x30b 0 0x4cdeb1577271ac
 0xb 0 0x30b 0 0x4cdeb157727a1d
 0xc 0 0x30b 0 0x4cdeb15771c00b
 0xd 0 0x30b 0 0x4cdeb15771cfb1
 0xe 0 0x30b 0 0x4cdeb1576ff548
 0xf 0 0x30b 0 0x4cdeb15771e63b
 0 0 0x38d 0x333 0x4cdeb1576fe787
 0x1 0 0x38d 0x333 0x4cdeb1576ff8e1
 0x2 0 0x38d 0x333 0x4cdeb157727e5e
 0x3 0 0x38d 0x333 0x4cdeb157728145
 0x4 0 0x38d 0x333 0x4cdeb157727b2d
 0x5 0 0x38d 0x333 0x4cdeb157728304
 0x6 0 0x38d 0x333 0x4cdeb157727c6e
 0x7 0 0x38d 0x333 0x4cdeb157728159
 0x8 0 0x38d 0x333 0x4cdeb157727fc3
 0x9 0 0x38d 0x333 0x4cdeb15772827e
 0xa 0 0x38d 0x333 0x4cdeb157727919
 0xb 0 0x38d 0x333 0x4cdeb1577280db
 0xc 0 0x38d 0x333 0x4cdeb15771c13c
 0xd 0 0x38d 0x333 0x4cdeb15771d108
 0xe 0 0x38d 0x333 0x4cdeb1576ff6de
 0xf 0 0x38d 0x333 0x4cdeb15771e7bd
