# bitfield for header selection is:  0x465
 cpu err msr msrdata tsc
 0 0 0x38f 0 0x4cdd544cf08b0b
 0x1 0 0x38f 0 0x4cdd544cf0e5e1
 0x2 0 0x38f 0 0x4cdd544cf33a4e
 0x3 0 0x38f 0 0x4cdd544cf33dd7
 0x4 0 0x38f 0 0x4cdd544cf3373d
 0x5 0 0x38f 0 0x4cdd544cf337ab
 0x6 0 0x38f 0 0x4cdd544cf34741
 0x7 0 0x38f 0 0x4cdd544cf3428e
 0x8 0 0x38f 0 0x4cdd544cf34724
 0x9 0 0x38f 0 0x4cdd544cf346b2
 0xa 0 0x38f 0 0x4cdd544cf34caa
 0xb 0 0x38f 0 0x4cdd544cf34cff
 0xc 0 0x38f 0 0x4cdd544cf34d66
 0xd 0 0x38f 0 0x4cdd544cf361be
 0xe 0 0x38f 0 0x4cdd544cf0c34d
 0xf 0 0x38f 0 0x4cdd544cf380b8
