# bitfield for header selection is:  0x465
 cpu err msr msrdata tsc
 0 0 0x38f 0 0x4c2094aee6f717
 0x1 0 0x38f 0 0x4c2094aee74943
 0x2 0 0x38f 0 0x4c2094aee9c42f
 0x3 0 0x38f 0 0x4c2094aee9c617
 0x4 0 0x38f 0 0x4c2094aee9c595
 0x5 0 0x38f 0 0x4c2094aee9ce02
 0x6 0 0x38f 0 0x4c2094aee9cff1
 0x7 0 0x38f 0 0x4c2094aee9cf47
 0x8 0 0x38f 0 0x4c2094aee9c2a1
 0x9 0 0x38f 0 0x4c2094aee9c450
 0xa 0 0x38f 0 0x4c2094aee9cd3f
 0xb 0 0x38f 0 0x4c2094aee9cec9
 0xc 0 0x38f 0 0x4c2094aee9d5cc
 0xd 0 0x38f 0 0x4c2094aee9d947
 0xe 0 0x38f 0 0x4c2094aee9db14
 0xf 0 0x38f 0 0x4c2094aee9fa9d
