# bitfield for header selection is:  0x465
cpu err msr msrdata tsc
0 0 0x38f 0 0x4c1f37e26c7668
 0x1 0 0x38f 0 0x4c1f37e26c8863
 0x2 0 0x38f 0 0x4c1f37e26ea972
 0x3 0 0x38f 0 0x4c1f37e26eab41
 0x4 0 0x38f 0 0x4c1f37e26ea992
 0x5 0 0x38f 0 0x4c1f37e26eadbb
 0x6 0 0x38f 0 0x4c1f37e26ea7d8
 0x7 0 0x38f 0 0x4c1f37e26eacdb
 0x8 0 0x38f 0 0x4c1f37e26eadc7
 0x9 0 0x38f 0 0x4c1f37e26eaf76
 0xa 0 0x38f 0 0x4c1f37e26ea672
 0xb 0 0x38f 0 0x4c1f37e26ea46a
 0xc 0 0x38f 0 0x4c1f37e26ec609
 0xd 0 0x38f 0 0x4c1f37e26ed348
 0xe 0 0x38f 0 0x4c1f37e26c8640
 0xf 0 0x38f 0 0x4c1f37e26ee349
 0 0 0x309 0 0x4c1f37e26c78c6
 0x1 0 0x309 0 0x4c1f37e26c8a22
 0x2 0 0x309 0 0x4c1f37e26eb62c
 0x3 0 0x309 0 0x4c1f37e26eb230
 0x4 0 0x309 0 0x4c1f37e26eb261
 0x5 0 0x309 0 0x4c1f37e26eb610
 0x6 0 0x309 0 0x4c1f37e26eb075
 0x7 0 0x309 0 0x4c1f37e26eb669
 0x8 0 0x309 0 0x4c1f37e26eb840
 0x9 0 0x309 0 0x4c1f37e26ebb30
 0xa 0 0x309 0 0x4c1f37e26eb359
 0xb 0 0x309 0 0x4c1f37e26eb11c
 0xc 0 0x309 0 0x4c1f37e26ec7ef
 0xd 0 0x309 0 0x4c1f37e26ed43b
 0xe 0 0x309 0 0x4c1f37e26c8748
 0xf 0 0x309 0 0x4c1f37e26ee51c
 0 0 0x30a 0 0x4c1f37e26c7a4e
 0x1 0 0x30a 0 0x4c1f37e26c8b96
 0x2 0 0x30a 0 0x4c1f37e26ebcba
 0x3 0 0x30a 0 0x4c1f37e26ebc48
 0x4 0 0x30a 0 0x4c1f37e26ebba6
 0x5 0 0x30a 0 0x4c1f37e26ebc69
 0x6 0 0x30a 0 0x4c1f37e26eb90b
 0x7 0 0x30a 0 0x4c1f37e26ebfd2
 0x8 0 0x30a 0 0x4c1f37e26ec3da
 0x9 0 0x30a 0 0x4c1f37e26ec303
 0xa 0 0x30a 0 0x4c1f37e26ebad6
 0xb 0 0x30a 0 0x4c1f37e26eba81
 0xc 0 0x30a 0 0x4c1f37e26eca48
 0xd 0 0x30a 0 0x4c1f37e26ed597
 0xe 0 0x30a 0 0x4c1f37e26c8897
 0xf 0 0x30a 0 0x4c1f37e26ee6db
 0 0 0x30b 0 0x4c1f37e26c7b60
 0x1 0 0x30b 0 0x4c1f37e26c8d4f
 0x2 0 0x30b 0 0x4c1f37e26ec5fe
 0x3 0 0x30b 0 0x4c1f37e26ec6c1
 0x4 0 0x30b 0 0x4c1f37e26ec291
 0x5 0 0x30b 0 0x4c1f37e26ec63f
 0x6 0 0x30b 0 0x4c1f37e26ec12f
 0x7 0 0x30b 0 0x4c1f37e26ecc27
 0x8 0 0x30b 0 0x4c1f37e26eca33
 0x9 0 0x30b 0 0x4c1f37e26ecafe
 0xa 0 0x30b 0 0x4c1f37e26ec0da
 0xb 0 0x30b 0 0x4c1f37e26ec068
 0xc 0 0x30b 0 0x4c1f37e26eced8
 0xd 0 0x30b 0 0x4c1f37e26ed6e2
 0xe 0 0x30b 0 0x4c1f37e26c8ad4
 0xf 0 0x30b 0 0x4c1f37e26ee87d
 0 0 0x38d 0x333 0x4c1f37e26c7c7a
 0x1 0 0x38d 0x333 0x4c1f37e26c8f09
 0x2 0 0x38d 0x333 0x4c1f37e26ecd1a
 0x3 0 0x38d 0x333 0x4c1f37e26ecd53
 0x4 0 0x38d 0x333 0x4c1f37e26ec9fe
 0x5 0 0x38d 0x333 0x4c1f37e26ed194
 0x6 0 0x38d 0x333 0x4c1f37e26ec8cd
 0x7 0 0x38d 0x333 0x4c1f37e26ed5ac
 0x8 0 0x38d 0x333 0x4c1f37e26ed23f
 0x9 0 0x38d 0x333 0x4c1f37e26ed447
 0xa 0 0x38d 0x333 0x4c1f37e26eca33
 0xb 0 0x38d 0x333 0x4c1f37e26ecb84
 0xc 0 0x38d 0x333 0x4c1f37e26ed2b5
 0xd 0 0x38d 0x333 0x4c1f37e26ed8ec
 0xe 0 0x38d 0x333 0x4c1f37e26c8c80
 0xf 0 0x38d 0x333 0x4c1f37e26eea09
